0,1,2,3,4
0.20354852080345154,0.07843489944934845,1.009779930114746,0.13343439996242523,0.7618467211723328
0.2168998420238495,0.27911147475242615,1.1201473474502563,0.22875165939331055,0.6508633494377136
0.3556332588195801,0.36118248105049133,1.2069915533065796,0.17415674030780792,0.7906426191329956
0.27310124039649963,0.32565948367118835,1.05292809009552,0.19531725347042084,0.6134768128395081
0.28065410256385803,0.338105708360672,1.1175028085708618,0.2450353056192398,0.5428304076194763
0.2829526960849762,0.35147544741630554,1.1100822687149048,0.2300649732351303,0.6022263765335083
0.5401074290275574,0.5049332976341248,1.2315077781677246,0.1516854614019394,0.7326866984367371
0.1845819652080536,0.13871146738529205,1.2158828973770142,0.28434091806411743,0.6289111375808716
0.4934113323688507,0.26100489497184753,1.2399221658706665,0.16117002069950104,0.7244604825973511
0.4655298888683319,0.3627045452594757,1.190420150756836,0.16204212605953217,0.7328118681907654
0.4114072918891907,0.20395530760288239,1.1539504528045654,0.21516788005828857,0.6371373534202576
0.23812520503997803,0.1217665821313858,1.135667085647583,0.22692514955997467,0.6465371251106262
0.2000543177127838,-0.5280330777168274,1.2947438955307007,0.2348170131444931,0.759680986404419
0.3673911392688751,-0.373577743768692,1.3700690269470215,0.255989134311676,0.7119836807250977
0.3370962142944336,-0.19200561940670013,1.3671817779541016,0.23809482157230377,0.7893273234367371
0.24365875124931335,0.2083558589220047,1.203897476196289,0.31066882610321045,0.5189234018325806
-0.03023170679807663,0.0659877210855484,1.0005824565887451,0.33122095465660095,0.43049830198287964
0.2872609496116638,0.25391045212745667,1.2669991254806519,0.32281842827796936,0.537196934223175
0.5667018294334412,0.27703675627708435,1.165645956993103,0.05423227697610855,0.8901113867759705
0.5635108947753906,0.2969038784503937,1.2940952777862549,0.1272200495004654,0.8474380373954773
0.16498425602912903,0.15351445972919464,1.0927027463912964,0.2739444077014923,0.5676687955856323
0.18034544587135315,0.1474180370569229,1.190110206604004,0.2934294641017914,0.5641444325447083
0.32738950848579407,0.16786827147006989,1.2107789516448975,0.2434486597776413,0.6499344706535339
0.3678830862045288,0.2721041142940521,1.2216241359710693,0.27056774497032166,0.5913299918174744
0.08836186677217484,0.11807729303836823,1.1033893823623657,0.3230880796909332,0.48036763072013855
0.16814416646957397,0.18469496071338654,1.1594626903533936,0.2709810137748718,0.6246170401573181
0.3164551556110382,0.32119330763816833,1.295222520828247,0.26639142632484436,0.6654990315437317
0.04050884395837784,0.20212377607822418,1.0499522686004639,0.29020050168037415,0.4991051256656647
0.4623066484928131,0.4045048654079437,1.3395274877548218,0.20182114839553833,0.7839028239250183
0.7393398880958557,0.43276330828666687,1.5618584156036377,0.20655934512615204,0.7985904812812805
-0.1933460533618927,-0.5002102255821228,0.5876699686050415,-0.4366120398044586,2.0991122722625732
0.47990456223487854,-0.3514169752597809,1.3018863201141357,-0.16391371190547943,1.7008192539215088
-0.0031768009066581726,-0.366157203912735,0.572861909866333,-0.5364556908607483,2.1868436336517334
0.2374068796634674,-0.18622855842113495,0.9772056341171265,-0.27267158031463623,1.810089349746704
0.4011732339859009,-0.3923042118549347,1.1527429819107056,-0.2636864185333252,1.83433997631073
0.26238924264907837,-0.2589273750782013,0.9136974811553955,-0.2465888261795044,1.5495874881744385
-0.2894952893257141,-0.6180223226547241,0.664740264415741,-0.32110437750816345,1.924636960029602
0.49086055159568787,-0.39168742299079895,1.359163522720337,-0.15141721069812775,1.6903942823410034
0.6487218737602234,-0.20467321574687958,1.1890051364898682,-0.2724703252315521,1.6567460298538208
0.5196242928504944,-0.22854284942150116,1.986785650253296,0.5779432654380798,0.37905022501945496
